state,ym,price,cpi,vmt,fatal,spdfatal,duifatal,urate,pcinc,etohpc,beertax,gdlyear
KY,561,2.5998,199.242,1.14867,18,10,204,4.564,42741.7,2.4896,0.6601,2009
KY,562,2.5225,199.658,1.05705,35,8,18,4.934,43304.8,2.5056,0.6601,2009
KY,563,2.5584,200.075,1.02828,16,13,123,4.838,42740.8,2.5229,0.6601,2009
KY,564,2.7408,200.493,1.0381,14,6,127,5.456,43972.9,2.2945,0.6601,2009
KY,565,2.7206,200.912,1.0632,20,6,50,5.383,44356.0,2.2292,0.6601,2009
KY,566,2.8029,201.331,1.05253,26,6,74,5.094,43751.6,2.2128,0.6601,2009
KY,567,2.8166,201.752,1.11189,13,8,82,5.264,43559.6,2.1738,0.6601,2009
KY,568,2.857,202.173,1.12166,14,1,5,5.216,43740.3,2.0731,0.6601,2009
KY,569,2.9294,202.596,1.1533,11,10,93,5.149,43402.9,2.2222,0.6601,2009
KY,570,2.9833,203.019,1.19691,11,10,183,4.731,45130.8,2.3006,0.6601,2009
KY,571,2.9093,203.443,1.15572,16,15,93,4.119,43530.4,2.4548,0.6601,2009
KY,572,2.8222,203.868,1.18044,18,18,113,4.516,44202.2,2.3955,0.6601,2009
KY,573,2.8209,204.294,1.12017,19,6,72,4.768,44895.3,2.4099,0.6601,2009
KY,574,2.7264,204.72,1.089,14,6,52,4.16,45002.8,2.3062,0.6601,2009
KY,575,2.788,205.148,1.06726,17,1,95,4.962,44658.7,2.3409,0.6601,2009
KY,576,3.2278,205.576,0.98419,20,5,54,7.857,41873.3,2.5041,0.6601,2009
KY,577,3.3172,206.006,1.00353,14,12,49,7.648,43527.7,2.4122,0.6601,2009
KY,578,3.3326,206.436,1.02135,10,4,17,8.316,43624.4,2.3807,0.6601,2009
KY,579,3.3793,206.867,1.06637,20,2,66,8.389,43234.2,2.3511,0.6601,2009
KY,580,3.3373,207.299,1.07616,14,9,23,7.613,43890.6,2.4805,0.6601,2009
KY,581,4.0481,207.732,1.11088,27,9,82,8.581,44990.7,2.5013,0.6601,2009
KY,582,4.1056,208.166,1.08897,16,10,24,7.659,43594.2,2.3928,0.6601,2009
KY,583,3.4081,208.601,1.12233,13,22,16,8.578,43789.0,2.5418,0.6601,2009
KY,584,3.3938,209.037,1.09346,20,16,101,7.945,44389.3,2.7068,0.6601,2009
KY,585,3.358,209.474,1.06987,18,9,54,7.733,43464.7,2.5763,0.6601,2009
KY,586,2.2029,209.911,1.08068,13,23,92,7.587,44117.2,2.6927,0.6601,2009
KY,587,1.7305,210.35,1.04131,23,13,122,7.663,45155.1,2.6101,0.6601,2009
KY,588,2.2814,210.789,1.03911,12,6,44,7.809,43049.1,2.4557,0.6601,2009
KY,589,2.2634,211.229,1.11764,22,10,38,8.362,44065.4,2.4691,0.6601,2009
KY,590,2.3853,211.67,1.11079,13,12,48,7.495,44643.9,2.3148,0.6601,2009
KY,591,2.4538,212.113,1.1521,11,11,144,8.101,44623.6,2.3296,0.6601,2009
KY,592,2.4241,212.556,1.17082,17,1,40,7.864,44312.1,2.2989,0.6601,2009
KY,593,2.4783,213.0,1.21699,11,5,95,7.755,43881.4,2.3767,0.6601,2009
KY,594,2.515,213.444,1.21886,16,9,58,8.242,44491.7,2.3988,0.6601,2009
KY,595,2.515,213.89,1.19585,29,11,124,7.586,44838.8,2.5337,0.6601,2009
KY,596,2.4455,214.337,1.18558,10,13,80,7.401,45184.2,2.6048,0.6601,2009
KY,597,2.3828,214.785,1.15977,13,4,148,6.998,45441.4,2.6764,0.6601,2009
KY,598,2.3223,215.233,1.07931,11,6,75,7.22,44410.7,2.6083,0.6601,2009
KY,599,2.3624,215.683,1.08939,15,3,42,7.388,44466.9,2.5512,0.6601,2009
KY,600,2.8004,216.133,1.02839,12,7,50,8.406,45361.0,2.4308,0.6601,2009
KY,601,2.7774,216.585,1.08316,14,17,62,7.271,44562.4,2.414,0.6601,2009
KY,602,2.8419,217.037,1.04096,15,6,115,8.674,45197.7,2.3883,0.6601,2009
KY,603,2.8585,217.491,1.13649,17,12,109,8.249,45192.6,2.4259,0.6601,2009
KY,604,2.8883,217.945,1.14641,11,5,109,7.807,45162.0,2.3241,0.6601,2009
KY,605,2.9258,218.4,1.23888,20,3,10,7.828,45618.7,2.4841,0.6601,2009
KY,606,2.9307,218.856,1.18767,18,15,165,8.025,45841.8,2.5958,0.6601,2009
KY,607,2.958,219.313,1.21758,17,24,84,8.086,45124.1,2.5403,0.6601,2009
KY,608,2.9635,219.772,1.21558,18,14,182,7.662,45104.9,2.6379,0.6601,2009
KY,609,2.8858,220.231,1.06953,16,8,60,8.111,45361.3,2.6931,0.6601,2009
KY,610,2.7973,220.691,1.08622,17,5,25,7.619,46121.3,2.5596,0.6601,2009
KY,611,2.7888,221.152,1.05525,20,12,37,7.978,46098.9,2.5617,0.6601,2009
KY,612,3.5287,221.614,1.07635,14,17,79,4.116,46981.0,2.3816,0.6601,2009
KY,613,3.4917,222.076,1.07326,14,11,114,5.502,46497.8,2.2168,0.6601,2009
KY,614,3.4859,222.54,1.09298,13,5,63,5.292,47543.6,2.0505,0.6601,2009
KY,615,3.5884,223.005,1.13249,13,13,33,5.101,47994.3,2.1692,0.6601,2009
KY,616,3.6358,223.471,1.17501,14,4,50,5.702,47085.4,2.2467,0.6601,2009
KY,617,3.6109,223.938,1.20382,16,14,19,5.176,47551.5,2.1323,0.6601,2009
KY,618,3.5801,224.405,1.19425,18,8,40,4.672,48368.3,2.2802,0.6601,2009
KY,619,3.6398,224.874,1.22453,17,2,113,4.599,49000.2,2.3308,0.6601,2009
KY,620,3.6093,225.344,1.13558,25,16,85,4.672,47481.6,2.4897,0.6601,2009
KY,621,3.5611,225.815,1.15567,16,4,57,4.57,48406.0,2.3735,0.6601,2009
KY,622,3.518,226.286,1.07026,18,13,69,4.748,47445.5,2.4473,0.6601,2009
KY,623,3.46,226.759,1.09309,15,3,39,5.031,48398.2,2.283,0.6601,2009
KY,624,3.5437,227.233,1.06038,16,11,91,4.807,49320.5,2.1737,0.6601,2009
KY,625,3.4915,227.707,1.0913,13,7,3,5.568,48331.4,2.1958,0.6601,2009
KY,626,3.5341,228.183,1.10674,18,7,12,5.455,48539.4,2.1777,0.6601,2009
KY,627,3.6418,228.659,1.14096,18,1,80,5.165,48107.6,2.1581,0.6601,2009
KY,628,3.686,229.137,1.20148,10,17,33,5.268,49077.1,2.2033,0.6601,2009
KY,629,3.7671,229.616,1.23908,16,6,43,5.012,49058.9,2.0054,0.6601,2009
KY,630,3.7979,230.095,1.22254,17,10,190,5.041,49284.5,2.2052,0.6601,2009
KY,631,3.7439,230.576,1.22655,20,6,86,4.217,49595.2,2.386,0.6601,2009
KY,632,3.7703,231.057,1.17593,13,2,66,5.099,49621.5,2.4513,0.6601,2009
KY,633,3.7959,231.54,1.15585,19,8,26,5.096,49275.9,2.4794,0.6601,2009
KY,634,3.7289,232.024,1.10343,22,7,69,5.419,48559.8,2.5482,0.6601,2009
KY,635,3.711,232.508,1.10055,15,2,12,4.117,49687.2,2.3148,0.6601,2009
KY,636,3.5989,232.994,1.04993,17,5,54,5.024,49418.8,2.3687,0.6601,2009
KY,637,3.6521,233.481,1.06216,13,2,40,5.651,48293.0,2.1573,0.6601,2009
KY,638,3.6616,233.968,1.13296,13,5,66,6.09,49361.1,2.3845,0.6601,2009
KY,639,3.6432,234.457,1.17508,21,5,46,4.779,50154.1,2.1636,0.6601,2009
KY,640,3.5839,234.947,1.19067,18,8,90,4.822,50079.8,2.2826,0.6601,2009
KY,641,3.6567,235.438,1.28994,17,10,39,5.4,50033.7,2.1417,0.6601,2009
KY,642,3.7983,235.929,1.25647,24,5,76,5.212,50145.9,2.2857,0.6601,2009
KY,643,3.7583,236.422,1.24649,13,13,211,5.012,49213.7,2.4747,0.6601,2009
KY,644,3.7735,236.916,1.21865,16,4,41,4.712,49349.0,2.3273,0.6601,2009
KY,645,3.7158,237.411,1.20457,20,4,68,5.24,50553.9,2.5249,0.6601,2009
KY,646,3.4863,237.907,1.15991,12,4,154,3.651,49694.6,2.6067,0.6601,2009
KY,647,3.5119,238.404,1.14169,12,12,101,4.246,50027.6,2.2395,0.6601,2009
KY,648,3.2894,238.902,1.12432,17,8,90,5.176,49587.2,2.2132,0.6601,2009
KY,649,3.2702,239.401,1.13142,11,7,94,4.677,49958.6,2.2602,0.6601,2009
KY,650,3.2944,239.901,1.16323,11,4,52,5.795,50308.1,2.0915,0.6601,2009
KY,651,3.3937,240.402,1.22531,17,5,89,5.5,49426.9,2.2204,0.6601,2009
KY,652,3.4484,240.904,1.26332,19,4,48,5.816,51498.9,2.0239,0.6601,2009
KY,653,3.6865,241.407,1.29784,19,12,70,5.239,51830.3,2.1823,0.6601,2009
KY,654,3.5086,241.911,1.33839,18,7,64,4.56,52090.0,2.1747,0.6601,2009
KY,655,3.5081,242.417,1.24596,16,6,38,4.954,50298.5,2.4734,0.6601,2009
KY,656,3.4798,242.923,1.27741,14,11,53,4.921,51079.0,2.4056,0.6601,2009
KY,657,3.4892,243.43,1.20257,17,8,13,4.71,51825.8,2.2667,0.6601,2009
KY,658,3.3843,243.939,1.21012,18,19,64,4.99,51539.3,2.4629,0.6601,2009
KY,659,3.3246,244.448,1.15134,13,5,52,4.79,51711.1,2.3372,0.6601,2009
KY,660,2.1476,244.959,1.18605,24,5,108,5.142,52498.3,2.2269,0.6601,2009
KY,661,2.3567,245.471,1.1896,15,7,229,5.238,52165.1,2.2298,0.6601,2009
KY,662,2.4171,245.983,1.2243,11,9,43,5.131,51060.5,2.1632,0.6601,2009
KY,663,2.4961,246.497,1.31888,22,4,75,5.977,50869.3,2.2946,0.6601,2009
KY,664,2.5041,247.012,1.36751,22,1,124,5.062,51579.3,2.086,0.6601,2009
KY,665,2.5948,247.528,1.43488,13,25,96,5.252,51257.6,2.2606,0.6601,2009
KY,666,2.617,248.045,1.4406,15,5,55,4.9,51577.4,2.2532,0.6601,2009
KY,667,2.5686,248.563,1.37951,17,18,41,5.522,51452.5,2.3073,0.6601,2009
KY,668,2.5607,249.082,1.3157,21,15,136,5.269,51649.3,2.3236,0.6601,2009
KY,669,2.4939,249.603,1.34325,24,8,25,4.801,51560.2,2.505,0.6601,2009
KY,670,2.4422,250.124,1.27869,16,16,3,3.713,52552.3,2.5099,0.6601,2009
KY,671,2.3462,250.646,1.34979,20,19,115,4.436,52676.0,2.2774,0.6601,2009
KY,672,2.0228,251.17,1.25505,13,15,28,4.912,52657.7,2.2347,0.6601,2009
KY,673,2.0885,251.694,1.299,16,5,144,5.262,52402.9,2.3077,0.6601,2009
KY,674,2.1543,252.22,1.31309,24,10,57,4.706,52483.5,2.2283,0.6601,2009
KY,675,2.1917,252.747,1.38284,17,4,123,5.321,53670.5,2.1537,0.6601,2009
KY,676,2.2155,253.275,1.40012,12,13,44,4.862,52442.7,2.1751,0.6601,2009
KY,677,2.2979,253.804,1.41408,16,7,97,5.643,51450.9,2.2358,0.6601,2009
KY,678,2.2833,254.334,1.44603,23,11,85,5.803,52670.3,2.416,0.6601,2009
KY,679,2.2693,254.865,1.45267,18,18,66,4.889,53471.5,2.3649,0.6601,2009
KY,680,2.2083,255.398,1.45388,15,6,140,4.817,52788.5,2.4479,0.6601,2009
KY,681,2.2064,255.931,1.42632,27,4,102,4.37,53468.6,2.3818,0.6601,2009
KY,682,2.1673,256.466,1.35995,11,20,31,4.264,53809.5,2.4062,0.6601,2009
KY,683,2.0579,257.001,1.35922,22,12,81,4.924,53393.1,2.4338,0.6601,2009
KY,684,2.2981,257.538,1.23488,12,8,49,5.941,52162.0,2.213,0.6601,2009
KY,685,2.3398,258.076,1.3584,18,4,10,4.911,54921.1,2.1376,0.6601,2009
KY,686,2.3986,258.615,1.29036,11,12,40,5.225,52622.2,2.057,0.6601,2009
KY,687,2.4641,259.155,1.40608,17,7,90,5.477,52734.3,2.1209,0.6601,2009
KY,688,2.5339,259.697,1.38049,17,17,85,4.744,53582.3,2.1407,0.6601,2009
KY,689,2.5507,260.239,1.48839,17,5,27,5.042,53855.4,2.047,0.6601,2009
KY,690,2.608,260.783,1.46196,19,12,88,5.598,53739.2,2.3332,0.6601,2009
KY,691,2.6086,261.327,1.4768,25,19,51,4.821,54575.8,2.4261,0.6601,2009
KY,692,2.5183,261.873,1.46228,22,18,80,5.084,54985.3,2.3853,0.6601,2009
KY,693,2.4541,262.42,1.38242,26,5,43,4.581,53818.5,2.3701,0.6601,2009
KY,694,2.3579,262.968,1.34179,18,16,101,4.624,52644.9,2.4109,0.6601,2009
KY,695,2.2661,263.518,1.33004,17,17,34,4.767,53173.9,2.2002,0.6601,2009
KY,696,2.538,264.068,1.35371,17,8,21,4.585,54576.6,2.3257,0.6601,2009
KY,697,2.5652,264.62,1.28345,11,35,83,5.193,54213.4,2.2069,0.6601,2009
KY,698,2.6432,265.172,1.36406,13,16,46,5.239,55299.8,2.2239,0.6601,2009
KY,699,2.69,265.726,1.37332,13,6,80,5.505,54467.2,2.0497,0.6601,2009
KY,700,2.8425,266.281,1.39735,15,6,178,4.542,54511.0,2.494,0.6601,2009
KY,701,2.9217,266.838,1.40324,23,9,73,5.493,53746.1,2.3314,0.6601,2009
KY,702,2.8629,267.395,1.48841,16,6,98,5.096,54371.1,2.483,0.6601,2009
KY,703,2.801,267.953,1.45719,20,9,70,5.285,55540.0,2.4153,0.6601,2009
KY,704,2.8356,268.513,1.39169,12,32,87,5.904,54577.7,2.4757,0.6601,2009
KY,705,2.7095,269.074,1.39119,20,31,135,5.078,56038.3,2.4753,0.6601,2009
KY,706,2.6756,269.636,1.24471,13,13,84,4.396,54113.4,2.5208,0.6601,2009
KY,707,2.67,270.199,1.2919,21,7,81,4.852,55218.1,2.3175,0.6601,2009
KY,708,2.5019,270.764,1.29031,15,5,56,5.144,54807.0,2.441,0.6601,2009
KY,709,2.5282,271.329,1.38238,18,6,78,4.857,56570.3,2.1331,0.6601,2009
KY,710,2.5755,271.896,1.38455,18,10,166,4.831,54961.5,2.197,0.6601,2009
KY,711,2.6512,272.464,1.39489,10,1,56,5.437,54756.4,2.1972,0.6601,2009
KY,712,2.8431,273.033,1.40236,14,7,59,5.861,55825.5,2.3414,0.6601,2009
KY,713,2.7975,273.603,1.43987,17,11,11,4.818,56827.5,2.3251,0.6601,2009
KY,714,2.7321,274.175,1.44568,18,23,150,5.103,55087.1,2.2258,0.6601,2009
KY,715,2.7643,274.747,1.44533,14,12,51,4.937,56065.8,2.3812,0.6601,2009
KY,716,2.7443,275.321,1.4689,26,29,143,4.118,57016.3,2.4081,0.6601,2009
KY,717,2.6561,275.896,1.41047,21,14,198,5.734,55769.5,2.4915,0.6601,2009
KY,718,2.5681,276.473,1.40139,19,30,148,4.259,56520.5,2.3317,0.6601,2009
KY,719,2.5696,277.05,1.33392,17,9,133,4.771,56777.4,2.4505,0.6601,2009
KY,720,2.1191,277.629,1.31651,18,4,127,9.556,56927.9,2.2626,0.6601,2009
KY,721,2.1016,278.209,1.34832,17,17,290,9.505,57435.2,2.2645,0.6601,2009
KY,722,2.147,278.79,1.17363,15,17,43,9.574,55902.2,2.1634,0.6601,2009
KY,723,1.9194,279.372,0.931,15,7,38,9.51,56706.7,2.0528,0.6601,2009
KY,724,1.9588,279.956,1.1363,14,4,96,9.405,56842.9,2.0959,0.6601,2009
KY,725,2.3596,280.54,1.28365,14,5,51,9.802,58534.3,2.2168,0.6601,2009
KY,726,2.3161,281.126,1.35421,6,12,57,10.008,56867.6,2.4731,0.6601,2009
KY,727,2.4056,281.714,1.49719,19,4,184,9.155,57735.9,2.3675,0.6601,2009
KY,728,2.2535,282.302,1.46116,22,7,184,9.449,58801.8,2.3808,0.6601,2009
KY,729,2.1885,282.892,1.43199,15,4,87,9.303,57369.2,2.3656,0.6601,2009
KY,730,2.1519,283.483,1.40067,15,2,65,8.873,56432.8,2.3282,0.6601,2009
KY,731,2.1071,284.075,1.32985,29,19,234,9.299,58315.7,2.3693,0.6601,2009
KY,732,2.9638,284.668,1.34343,17,13,75,5.765,56211.3,2.2625,0.6601,2009
KY,733,2.99,285.263,1.41178,16,5,110,5.721,58275.9,2.1568,0.6601,2009
KY,734,2.9767,285.859,1.41984,13,10,25,5.124,58368.0,2.2264,0.6601,2009
KY,735,3.1044,286.456,1.41742,17,7,66,5.579,57084.6,2.145,0.6601,2009
KY,736,3.2475,287.054,1.48149,15,21,52,4.516,59094.4,2.0184,0.6601,2009
KY,737,3.191,287.654,1.52411,12,18,180,4.927,58602.9,2.2598,0.6601,2009
KY,738,3.2135,288.254,1.4562,24,11,182,4.822,57576.6,2.3572,0.6601,2009
KY,739,3.1165,288.856,1.48529,23,14,52,4.692,57754.9,2.395,0.6601,2009
KY,740,3.0627,289.46,1.50593,17,10,66,4.132,58429.9,2.437,0.6601,2009
KY,741,3.081,290.064,1.41486,13,23,15,3.885,59060.3,2.4944,0.6601,2009
KY,742,3.0152,290.67,1.35565,23,14,88,5.045,58027.8,2.4441,0.6601,2009
KY,743,3.0241,291.277,1.34256,23,13,29,5.662,59274.3,2.2417,0.6601,2009
KY,744,3.9643,291.886,1.33077,20,18,21,5.09,58464.2,2.2283,0.6601,2009
KY,745,3.9283,292.496,1.30558,7,15,67,4.735,59180.2,2.245,0.6601,2009
KY,746,3.9028,293.106,1.36859,15,7,72,5.425,60030.8,2.0629,0.6601,2009
KY,747,3.9311,293.719,1.3757,10,8,20,5.425,59451.6,2.271,0.6601,2009
KY,748,4.5738,294.332,1.4143,10,12,89,5.547,59077.9,2.0746,0.6601,2009
KY,749,5.169,294.947,1.45812,11,5,52,4.968,59518.7,2.1432,0.6601,2009
KY,750,4.104,295.563,1.45506,12,8,144,4.923,58794.9,2.2033,0.6601,2009
KY,751,4.0928,296.18,1.44549,14,15,105,5.015,60185.3,2.3092,0.6601,2009
KY,752,4.0366,296.799,1.43913,13,4,42,4.785,61242.3,2.4689,0.6601,2009
KY,753,4.0049,297.419,1.42746,19,8,62,4.169,59700.1,2.4292,0.6601,2009
KY,754,3.9149,298.04,1.33007,12,6,134,5.067,58747.2,2.4187,0.6601,2009
KY,755,3.8983,298.663,1.30118,15,11,55,4.555,60507.5,2.4342,0.6601,2009
KY,756,3.3824,299.287,1.32199,16,5,100,5.324,60611.1,2.4227,0.6601,2009
KY,757,3.4247,299.912,1.33285,19,8,33,5.698,60491.7,2.222,0.6601,2009
KY,758,3.4042,300.538,1.42784,12,4,132,4.473,61283.9,2.2099,0.6601,2009
KY,759,3.5059,301.166,1.42138,11,24,131,4.942,60108.9,2.2017,0.6601,2009
KY,760,3.6902,301.795,1.48679,14,20,121,5.458,60423.6,2.1689,0.6601,2009
KY,761,3.6664,302.425,1.56302,18,6,14,4.6,60095.8,2.2122,0.6601,2009
KY,762,3.6204,303.057,1.53868,18,12,46,4.091,60887.7,2.2898,0.6601,2009
KY,763,3.6214,303.69,1.55353,17,15,166,5.18,60847.8,2.4073,0.6601,2009
KY,764,3.5936,304.324,1.48928,18,5,66,4.808,61397.2,2.255,0.6601,2009
KY,765,3.5407,304.96,1.462,12,17,104,4.357,62176.9,2.4465,0.6601,2009
KY,766,3.4572,305.597,1.38188,16,11,39,5.567,60214.4,2.4639,0.6601,2009
KY,767,3.4745,306.235,1.33194,12,13,145,5.586,61410.5,2.3523,0.6601,2009
KY,768,3.2101,306.875,1.37881,7,14,190,4.936,60703.0,2.2622,0.6601,2009
KY,769,3.1603,307.516,1.40546,14,6,73,5.87,62836.2,2.2405,0.6601,2009
KY,770,3.2013,308.158,1.43788,11,6,32,5.484,61258.1,2.1398,0.6601,2009
KY,771,3.2513,308.802,1.47002,11,17,115,5.193,61341.4,2.2179,0.6601,2009
KY,772,3.4497,309.447,1.56315,17,12,138,6.046,62613.0,2.1342,0.6601,2009
KY,773,3.5125,310.093,1.5865,16,5,19,4.626,61594.3,2.3455,0.6601,2009
KY,774,3.5391,310.741,1.53625,14,29,93,4.748,61008.6,2.4319,0.6601,2009
KY,775,3.4933,311.39,1.55066,26,18,85,5.238,62104.1,2.3856,0.6601,2009
KY,776,3.4291,312.041,1.51516,21,15,58,4.943,61324.7,2.4775,0.6601,2009
KY,777,3.334,312.692,1.48181,26,32,163,5.125,60926.6,2.3368,0.6601,2009
KY,778,3.29,313.345,1.41463,24,5,109,4.459,62468.5,2.4439,0.6601,2009
KY,779,3.1865,314.0,1.3692,24,12,103,4.645,62276.3,2.3987,0.6601,2009
LA,540,2.2297,190.7,2.40409,30,42,210,4.914,42080.9,2.4367,0.1277,2011
LA,541,2.2502,191.098,2.40181,37,18,48,4.801,41813.7,2.2143,0.1277,2011
LA,542,2.2933,191.497,2.41911,32,11,144,4.765,42561.0,2.1352,0.1277,2011
LA,543,2.2584,191.897,2.4906,36,9,79,5.018,42768.0,2.0591,0.1277,2011
LA,544,2.3773,192.298,2.57995,28,5,140,5.609,42236.5,2.2749,0.1277,2011
LA,545,2.4859,192.7,2.58094,29,41,99,5.249,41789.5,2.053,0.1277,2011
LA,546,2.4748,193.102,2.743,51,25,65,4.779,42772.3,2.1973,0.1277,2011
LA,547,2.4921,193.506,2.63743,28,43,314,5.082,42564.1,2.528,0.1277,2011
LA,548,2.4182,193.91,2.69191,27,10,283,4.972,41571.8,2.501,0.1277,2011
LA,549,2.3656,194.315,2.59652,47,30,184,4.603,42751.8,2.4757,0.1277,2011
LA,550,2.2381,194.721,2.47626,63,24,359,4.819,41935.3,2.5453,0.1277,2011
LA,551,2.2608,195.128,2.35278,43,12,173,4.904,43494.5,2.2037,0.1277,2011
LA,552,2.4759,195.535,2.3785,48,34,124,5.221,42241.7,2.323,0.1277,2011
LA,553,2.5159,195.944,2.35711,41,10,145,5.621,43593.6,2.2158,0.1277,2011
LA,554,2.5382,196.353,2.50032,39,17,34,5.464,43147.2,2.0157,0.1277,2011
LA,555,2.6419,196.763,2.63321,38,6,189,5.468,42827.6,2.1635,0.1277,2011
LA,556,2.7211,197.174,2.70392,34,17,134,4.817,42933.2,2.0979,0.1277,2011
LA,557,2.6923,197.586,2.68259,47,20,118,4.875,43256.9,2.2368,0.1277,2011
LA,558,2.753,197.999,2.61211,45,8,257,5.058,42391.6,2.2857,0.1277,2011
LA,559,2.7417,198.412,2.71085,42,18,69,4.358,42251.7,2.327,0.1277,2011
LA,560,2.7042,198.827,2.60765,41,32,74,5.437,43392.3,2.5299,0.1277,2011
LA,561,2.6082,199.242,2.49822,53,55,87,4.781,44148.8,2.4606,0.1277,2011
LA,562,2.5309,199.658,2.43344,48,28,300,4.687,43049.6,2.5097,0.1277,2011
LA,563,2.4836,200.075,2.45274,55,10,190,4.784,43204.0,2.353,0.1277,2011
LA,564,2.7668,200.493,2.31146,37,20,32,4.771,43919.2,2.1218,0.1277,2011
LA,565,2.8096,200.912,2.43656,40,38,67,5.492,44077.1,2.1057,0.1277,2011
LA,566,2.9168,201.331,2.44035,34,28,95,5.501,43728.1,2.1738,0.1277,2011
LA,567,2.9111,201.752,2.61254,42,33,60,5.311,43766.0,2.079,0.1277,2011
LA,568,2.9197,202.173,2.64043,33,2,127,5.195,43913.1,2.248,0.1277,2011
LA,569,2.9424,202.596,2.74342,35,23,152,5.897,44079.0,2.3888,0.1277,2011
LA,570,2.9795,203.019,2.70028,35,22,60,5.409,44088.5,2.2713,0.1277,2011
LA,571,3.0302,203.443,2.67436,45,28,147,5.377,43843.6,2.3689,0.1277,2011
LA,572,2.9663,203.868,2.54762,44,12,215,5.076,43933.1,2.3725,0.1277,2011
LA,573,2.8386,204.294,2.54792,46,16,152,4.759,44592.8,2.4776,0.1277,2011
LA,574,2.731,204.72,2.52587,48,18,102,5.294,44359.0,2.3149,0.1277,2011
LA,575,2.7292,205.148,2.50196,38,5,99,5.449,43968.2,2.3799,0.1277,2011
LA,576,3.1445,205.576,2.32394,36,16,224,8.107,43826.6,2.5817,0.1277,2011
LA,577,3.1943,206.006,2.33085,28,29,180,8.113,42552.8,2.6095,0.1277,2011
LA,578,3.2097,206.436,2.30452,32,29,207,8.373,43149.0,2.336,0.1277,2011
LA,579,3.2471,206.867,2.488,36,11,147,7.769,43752.7,2.3075,0.1277,2011
LA,580,3.2599,207.299,2.58416,36,15,92,7.573,43015.0,2.4375,0.1277,2011
LA,581,3.9639,207.732,2.51117,29,31,94,7.692,43389.9,2.3373,0.1277,2011
LA,582,4.0385,208.166,2.50884,35,28,168,7.961,43976.8,2.5679,0.1277,2011
LA,583,3.3337,208.601,2.53102,40,66,123,8.272,43865.6,2.6305,0.1277,2011
LA,584,3.258,209.037,2.55024,36,4,209,7.194,44333.3,2.5303,0.1277,2011
LA,585,3.3128,209.474,2.39863,55,11,393,7.194,42977.4,2.6693,0.1277,2011
LA,586,2.1646,209.911,2.46783,38,8,325,7.304,44215.3,2.5208,0.1277,2011
LA,587,1.6946,210.35,2.40833,52,15,86,7.991,43404.5,2.4813,0.1277,2011
LA,588,2.2458,210.789,2.48654,43,10,319,7.852,44585.6,2.4092,0.1277,2011
LA,589,2.2637,211.229,2.58011,28,26,87,8.679,43948.3,2.3858,0.1277,2011
LA,590,2.3953,211.67,2.59126,52,15,350,7.684,43059.6,2.5258,0.1277,2011
LA,591,2.3494,212.113,2.7178,33,3,72,8.179,43973.3,2.4165,0.1277,2011
LA,592,2.4383,212.556,2.68892,31,10,163,8.216,44288.9,2.4843,0.1277,2011
LA,593,2.58,213.0,2.80912,39,24,169,8.02,44043.7,2.47,0.1277,2011
LA,594,2.539,213.444,2.72165,48,26,83,8.531,44211.9,2.4014,0.1277,2011
LA,595,2.5065,213.89,2.87512,53,9,230,8.003,45104.4,2.5426,0.1277,2011
LA,596,2.4861,214.337,2.76571,31,34,240,7.406,44356.8,2.6052,0.1277,2011
LA,597,2.3599,214.785,2.70758,52,26,363,7.35,44109.9,2.7245,0.1277,2011
LA,598,2.2951,215.233,2.61042,49,37,67,6.785,44509.8,2.5039,0.1277,2011
LA,599,2.3541,215.683,2.46334,51,11,114,7.818,46064.2,2.5986,0.1277,2011
LA,600,2.7545,216.133,2.53631,52,28,212,7.371,45350.9,2.507,0.1277,2011
LA,601,2.8225,216.585,2.46019,43,24,96,7.894,45733.2,2.4339,0.1277,2011
LA,602,2.8447,217.037,2.5914,55,22,207,8.214,45281.9,2.3563,0.1277,2011
LA,603,2.7868,217.491,2.58272,37,7,215,8.244,46017.0,2.5032,0.1277,2011
LA,604,2.9352,217.945,2.73887,30,12,162,7.638,46833.0,2.4588,0.1277,2011
LA,605,3.0033,218.4,2.83606,40,18,61,8.049,45234.9,2.3442,0.1277,2011
LA,606,2.999,218.856,2.88711,34,45,326,7.031,45038.0,2.3859,0.1277,2011
LA,607,2.9741,219.313,2.754,38,12,99,7.122,45362.8,2.5493,0.1277,2011
LA,608,2.9375,219.772,2.64353,39,25,18,7.176,45449.3,2.6334,0.1277,2011
LA,609,2.9043,220.231,2.57078,38,23,57,8.051,45924.0,2.6465,0.1277,2011
LA,610,2.8334,220.691,2.56606,32,42,297,7.434,46602.7,2.8307,0.1277,2011
LA,611,2.7243,221.152,2.43986,36,21,283,7.142,45054.6,2.6516,0.1277,2011
LA,612,3.5147,221.614,2.48539,36,42,79,4.27,46888.6,2.2232,0.1277,2011
LA,613,3.4207,222.076,2.52309,31,40,275,5.502,46317.1,2.2553,0.1277,2011
LA,614,3.4623,222.54,2.51982,30,34,163,5.157,46207.2,2.2287,0.1277,2011
LA,615,3.5764,223.005,2.66283,35,18,130,5.042,46511.4,2.0311,0.1277,2011
LA,616,3.6143,223.471,2.69153,35,29,236,4.919,48041.9,2.0757,0.1277,2011
LA,617,3.7426,223.938,2.75725,48,20,86,4.413,48787.7,2.1133,0.1277,2011
LA,618,3.7982,224.405,2.91349,38,52,152,5.193,48114.0,2.2549,0.1277,2011
